Barcode,Name,Sales Price,Sales Description,Description for the website,Origin,Website Product Category,barcode_norm,expiration_date,date_repaired
4251354800372,Baltosios pupelės GULCAN,0.00,1000g,,,Ankštiniai (pupos - žirniai - avinžirniai - lęšiai) / Žirniai ir pupos,4251354800372,,
8690777014182,Baltosios pupelės pomidorų padaže HUNKAR,3.90,300g,,,Ankštiniai (pupos - žirniai - avinžirniai - lęšiai) / Žirniai ir pupos,8690777014182,,
8690508302311,Baltosios pupelės pomidorų padaže HUNKAR (kopija),3.95,300g,,,Ankštiniai (pupos - žirniai - avinžirniai - lęšiai) / Žirniai ir pupos,8690508302311,,
8683508073732,Baltuoju šokoladu Dengtas Vaflis su `Baklava` Skonio COKONAT,1.99,30g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Šokoladas,8683508073732,,
8594197920262,Bamboo fiber tableware,16.00,1vnt.,,,Pramoninės prekės - higienos priemonės / Pramoninės prekės,8594197920262,,
8594197920248,Bamboo fiber tableware,16.00,1vnt.,,,Pramoninės prekės - higienos priemonės / Pramoninės prekės,8594197920248,,
4262396731067,Banana Chips HUNKAR,1.49,200g,,,Riešutai - sėklos ir užkandžiai / Riešutai,4262396731067,,
8690629444884,Banana flavoured puding DR. OETKER,1.49,120g,,,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Miltai,8690629444884,,
8718226323019,Banana fruit Drink MAAZA,2.49,1000ml,,,Gėrimai (sultys - gaivieji gėrimai) / Sultys - nektarai ir sulčių gėrimai,8718226323019,,
8690906001786,Banana jelly BASAK,0.95,100g,,,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Miltai,8690906001786,,
4779030395207,Barberry berries,3.77,60g,,,Džiovinti vaisiai - daržovės / Džiovinti vaisiai,4779030395207,,
8718531642096,Barberry berries NAZ,5.50,200g,,,Džiovinti vaisiai - daržovės / Džiovinti vaisiai,8718531642096,,
8001876043445,Based on extra virgin olive oil with chili pepper COLAVITA,7.09,250ml,,,Actas - aliejus / Aliejus,8001876043445,,
8001876043643,Basil Essence Olive Oil COLAVITA,2.90,250ml,,Italy,Actas - aliejus / Aliejus,8001876043643,,
8855044044327,Basil seed Drink with Blueberry flavour RANY,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8855044044327,,
8855044044419,Basil seed Drink with Grape flavour RANY ,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8855044044419,,
8859017901761,Basil seed Drink with Lychee flavour RANY,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8859017901761,,
8855044044358,Basil seed Drink with Lychee flavour RANY,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8855044044358,,
8855044044372,Basil seed Drink with Mango flavour RANY  ,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8855044044372,,
8855044044402,Basil seed Drink with Orange flavour RANY,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8855044044402,,
8855044044334,Basil seed Drink with Pomegranate flavour RANY ,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8855044044334,,
8859017901792,Basil seed Drink with Red Grape flavour RANY,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8859017901792,,
8855044044389,Basil seed Drink with Strawberry flavour RANY ,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8855044044389,,
8855044044365,Basil seed Drink with cocktail flavour RANY,2.75,290ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8855044044365,,
8691440307594,Basmati Rice DURU,14.99,5000g,,Turkey,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,8691440307594,,
4262390841861,Basmati Rice Long AKRAMI,4.49,907g,,Pakistan,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,4262390841861,,
6281100411109,Basmati Ryziai ABU KASS,7.00,900g,,,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,6281100411109,,
4260583640055,Basmati rice DIBA,4.50,907g,"Basmati ryžiai viena populiariausių ilgagrūdžių ryžių rūšis, plačiai naudojama Artimųjų rytų šalyse. Basmati ryžiai turi nesmarkiai jaučiamą riešutų ir gėlių aromatą, ir nors išvirti jie turi lengvą ir švelnų skonį, tačiau yra aromatingi. Basmati nėra lipnūs, todėl puikiai dera kaip garnyras prie mėsos ar žuvies patiekalų. Prieš verdant basmati ryžius, rekomenduojama juos prieš tai 10 minučių pamirkyti vandenyje. Vienai stiklinei ryžių reikia 3 stiklinių vandens.",,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,4260583640055,,
6251136021795,Basmati rice DURRA,5.90,900g,,,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,6251136021795,,
8691440307587,Basmati rice DURU,5.00,1000g,"Basmati ryžiai viena populiariausių ilgagrūdžių ryžių rūšis, plačiai naudojama Artimųjų rytų šalyse. Basmati ryžiai turi nesmarkiai jaučiamą riešutų ir gėlių aromatą, ir nors išvirti jie turi lengvą ir švelnų skonį, tačiau yra aromatingi. Basmati nėra lipnūs, todėl puikiai dera kaip garnyras prie mėsos ar žuvies patiekalų. Prieš verdant basmati ryžius, rekomenduojama juos prieš tai 10 minučių pamirkyti vandenyje. Vienai stiklinei ryžių reikia 3 stiklinių vandens.",Turkey,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,8691440307587,,
8697449901351,Basmati rice Premium MAHMOOD,6.99,900g,,Pakistan,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,8697449901351,,
8697449904444,Basmati rice Premium MAHMOOD,19.90,4500g,,Pakistan,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,8697449904444,,
8680417214232,Basmati rice Premium MAHMOOD,19.95,,,,,8680417214232,,
8697449904093,Basmati rice XXL MAHMOOD,3.50,907g,,Pakistan,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,8697449904093,,
8717552099896,Bay leaves NAZILE,2.49,35g,,,Džiovinti vaisiai - daržovės,8717552099896,,
6958560907236,Bean Thread VERMICELLI,3.50,100g,,,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Makaronai,6958560907236,,
8410505312621,Beans GARRIDO,1.99,570g,,,Ankštiniai (pupos - žirniai - avinžirniai - lęšiai) / Žirniai ir pupos,8410505312621,,
8691216020771,Bear gummies HARIBO (Halal),1.50,100g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8691216020771,,
4260157580886,Bee Pollen BURAM,7.49,110g,,Turkey,Sirupai - džemai - uogienės - sezamo pasta / Sirupai,4260157580886,,
4260157571495,Bee pollen BURAM,12.50,220g,,,Sirupai - džemai - uogienės - sezamo pasta / Sirupai,4260157571495,,
8690906006590,Beef broth in cubes BASAK,2.60,100g,,,Mėsos ir paukštienos gaminiai,8690906006590,,
4027394072600,Beef sausage FULYA,5.99,400g,,,Mėsos ir paukštienos gaminiai / Rūkyti gaminiai,4027394072600,,
4027394007213,Beef sausage FULYA,9.99,700g,,,Mėsos ir paukštienos gaminiai,4027394007213,,
4027394074413,Beef sausages Sigir Sosis FULYA,7.99,400g,,,Mėsos ir paukštienos gaminiai / Rūkyti gaminiai,4027394074413,,
4027394004007,Beef sausages YAYLA,9.99,500g,"Visi YAYLA mėsos gaminiai yra sertifikuoti pagal Europos standartus. Halal sertifikatas taip pat užtikrinamas visiems YAYLA maisto produktams. Ypatingas dėmėsys ingredientų pasirinkimui, perdirbimui ir paruošimui yra pagrindinės priežastys, dėl kurių YAYLA produktai yra tokie skanūs.",,Mėsos ir paukštienos gaminiai / Rūkyti gaminiai,4027394004007,,
8690105000429,Bergamot flavored black tea CAYKUR,4.90,125g,,,Arbata - kava / Juodoji arbata,8690105000429,,
8690105004823,Bergamot flavoured ice tea DIDI,1.09,250ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8690105004823,,
8690105005370,Bergamot flavoured ice tea DIDI,2.50,1000ml,,,Gėrimai (sultys - gaivieji gėrimai) / Gaivieji gėrimai,8690105005370,,
4262396730497,Big dry Chickpea HUNKAR,7.00,1000g,,,Ankštiniai (pupos - žirniai - avinžirniai - lęšiai) / Avinžirniai,4262396730497,,
8717552025772,Biryani spice mix GÜLCAN,6.50,180g,,,Prieskoniai / Prieskonių mišiniai,8717552025772,,
8690504010104,Biscuit with Chocolate Ikram ULKER,2.20,84g,,Turkey,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Batonėliai - sausainiai,8690504010104,,
8690120047997,Biscuit with hazelnut cream TORKU,2.99,244g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Batonėliai - sausainiai,8690120047997,,
8690120048017,Biscuit with plain cream TORKU,2.70,244g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Batonėliai - sausainiai,8690120048017,,
6253802260620,Biscuits with date filling HAMDAN,4.99,400g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Batonėliai - sausainiai,6253802260620,,
6253802260736,Biscuits with lokum filling HAMDAN,3.99,440g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Batonėliai - sausainiai,6253802260736,,
8693029041387,Biskvitiniai sausainiai su zefyru ir kokosu Today,2.80,200g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Batonėliai - sausainiai,8693029041387,,
8693029041394,Biskvitiniai sausainiai su zefyru ir kokosu Today.,2.85,200g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Batonėliai - sausainiai,8693029041394,,
8698583860061,Bičių Korių medus ALIBABA,6.00,230g,,,Sirupai - džemai - uogienės - sezamo pasta / Sirupai,8698583860061,,
8698583860054,Bičių Korių medus ALIBABA,8.00,400g,,,Sirupai - džemai - uogienės - sezamo pasta / Sirupai,8698583860054,,
8717703791488,Black Beans MIRAS,5.90,900g,,,Ankštiniai (pupos - žirniai - avinžirniai - lęšiai) / Žirniai ir pupos,8717703791488,,
4041954160606,Black Ceylon Tea MEVLEVI,5.00,250g,,,Arbata - kava / Juodoji arbata,4041954160606,,
8690738000254,Black Ceylon tea Colombo ORIENT,9.99,500g,,,Arbata - kava / Juodoji arbata,8690738000254,,
4021209000123,Black Ceylon tea Goran MEVLANA,14.99,500g,,,Arbata - kava / Juodoji arbata,4021209000123,,
4012625530578,Black Ceylon tea MARMARA,9.00,400g,,Sri Lanka,Arbata - kava / Juodoji arbata,4012625530578,,
4032489010405,Black Ceylon tea TANAY,3.00,100g,,,Arbata - kava / Juodoji arbata,4032489010405,,
4032489010207,Black Ceylon tea TANAY,4.99,250g,,,Arbata - kava / Juodoji arbata,4032489010207,,
4032489010108,Black Ceylon tea TANAY,8.00,500g,,,Arbata - kava / Juodoji arbata,4032489010108,,
4032489012065,Black Ceylon tea TANAY,8.99,500g,,,Arbata - kava / Juodoji arbata,4032489012065,,
9004152131705,Black Ceylon tea with bergamot Colombo OMSIA,6.50,400g,,,Arbata - kava / Juodoji arbata,9004152131705,,
8699924360646,Black Cummin Seed Oil RESITOGLU,25.50,250ml,,,Actas - aliejus / Aliejus,8699924360646,,
8690719100386,Black Earl Gray tea in bags DOĞUŞ,4.99,48vnt.,,,Arbata - kava / Juodoji arbata,8690719100386,,
8720301100514,Black Glutinous Rice ROYAL TIGER,7.50,1000g,,,Kruopos (ryžiai - makaronai - miltai - tortilijos) / Ryžiai,8720301100514,,
8690719100324,Black Label Tea DOGUS,1.49,50g,,Turkey,Arbata - kava / Juodoji arbata,8690719100324,,
4027394009347,Black Mega olives YAYLA,2.50,500g,,,Alyvuogės / Juodosios alyvuogės,4027394009347,,
8690103292437,Black Olive MARMARABIRLIK,7.50,800g,,,Alyvuogės / Juodosios alyvuogės,8690103292437,,
8690103292550,Black Olive MARMARABIRLIK,9.50,400g,,Turkey,Alyvuogės / Juodosios alyvuogės,8690103292550,,
8690103292888,Black Olive S MARMARABIRLIK,7.50,800g,,Turkey,Alyvuogės / Juodosios alyvuogės,8690103292888,,
4262396732972,Black Olives HUNKAR,9.99,700g,,Turkey,Alyvuogės / Juodosios alyvuogės,4262396732972,,
4027394009354,Black Olives YAYLA,7.99,1000g,,Turkey,Alyvuogės / Juodosios alyvuogės,4027394009354,,
8695336111012,Black Olives with oil `GEMLIK` BAGCI,10.00,400g,,,Alyvuogės / Juodosios alyvuogės,8695336111012,,
4262396730022,Black Raisins HUNKAR,7.90,400g,,,Džiovinti vaisiai - daržovės / Džiovinti vaisiai,4262396730022,,
8850206061259,Black Soy Sauce DEK SOM BOON,6.49,300ml,,,Padažai - pastos ir užtepėlės / Padažai,8850206061259,,
8690105004649,Black Tea ALTINBAS,3.99,100g,,,Arbata - kava / Juodoji arbata,8690105004649,,
4760062101805,Black Tea AZERCAY,3.25,50g,,,Arbata - kava / Juodoji arbata,4760062101805,,
8690719102793,Black Tea With Bergamot DOGUS,1.99,100g,,Turkey,Arbata - kava / Juodoji arbata,8690719102793,,
8690105004663,Black Tea with Bergamote ALTINBAS CAYKUR,3.99,100g,,,Arbata - kava / Juodoji arbata,8690105004663,,
8690105004687,Black Tea with Clove ALTINBAS CAYKUR,4.20,100g,,,Arbata - kava / Juodoji arbata,8690105004687,,
8691573896026,Black beans BURCU,4.20,1000g,,,,8691573896026,,
4779030397027,Black cumin,4.00,200g,,,,4779030397027,,
8690105001709,Black earl gray tea TOMURCUK ÇAYKUR,6.50,200g,,,Arbata - kava / Juodoji arbata,8690105001709,,
4251354800792,Black eyed beans GÜLCAN,6.50,1000g,,,,4251354800792,,
8680419501064,Black eyed beans YURTTAN,4.40,1000g,,,,8680419501064,,
4779030395870,Black mustard grains,3.49,120g,,,,4779030395870,,
8695336109156,Black olives (2XS) BAĞCI,9.99,900g,,,Alyvuogės / Juodosios alyvuogės,8695336109156,,
8690103294882,Black olives (2XS) MARMARABIRLIK,7.50,800g,,Turkey,Alyvuogės / Juodosios alyvuogės,8690103294882,,
8690103294387,Black olives (2XS) MARMARABIRLIK,8.50,400g,,Turkey,Alyvuogės / Juodosios alyvuogės,8690103294387,,
8690103114531,Black olives (3XS) MARMARABIRLIK,7.50,500g,,,Alyvuogės / Juodosios alyvuogės,8690103114531,,
8690103116535,Black olives (L) MARMARABIRLIK,6.75,500g,,,Alyvuogės / Juodosios alyvuogės,8690103116535,,
8690103111530,Black olives (M) MARMARABIRLIK,7.99,500g,,,Alyvuogės / Juodosios alyvuogės,8690103111530,,
8695336110510,Black olives (XS) BAĞCI,9.90,430g,,,Alyvuogės / Juodosios alyvuogės,8695336110510,,
8693891400503,Black olives 2XL ONCU,8.00,500g,,,Alyvuogės / Juodosios alyvuogės,8693891400503,,
8695336110206,Black olives AHI,4.00,700g,,Turkey,Alyvuogės / Juodosios alyvuogės,8695336110206,,
8695336111050,Black olives BAGCI,13.09,900g,,,Alyvuogės / Juodosios alyvuogės,8695336111050,,
8695336109163,Black olives BAGCI,9.99,790g,,,Alyvuogės / Juodosios alyvuogės,8695336109163,,
8697436560455,Black olives EFENDILER,4.90,300g,,,Alyvuogės / Juodosios alyvuogės,8697436560455,,
8697436570454,Black olives Ekstra EFENDILER,6.90,600g,,,Alyvuogės / Juodosios alyvuogės,8697436570454,,
8697436561339,Black olives Gold EFENDILER,5.50,300g,,,Alyvuogės / Juodosios alyvuogės,8697436561339,,
8695336110503,Black olives Gurme BAĞCI,9.95,400g,,,Alyvuogės / Juodosios alyvuogės,8695336110503,,
8695336110824,Black olives Kuru Sele BAGCI,8.50,400g,,,Alyvuogės / Juodosios alyvuogės,8695336110824,,
8693891400534,Black olives M ONCU,6.09,500g,,,Alyvuogės / Juodosios alyvuogės,8693891400534,,
8697436522415,Black olives Pasa EFENDILER,5.99,310g,,,Alyvuogės / Juodosios alyvuogės,8697436522415,,
6217881182112,Black olives Tofahy SETALKEL,5.99,650g,,,Alyvuogės / Juodosios alyvuogės,6217881182112,,
8690103119536,Black olives XL MARMARABIRLIK,7.00,500g,,,Alyvuogės / Juodosios alyvuogės,8690103119536,,
8693891400527,Black olives XL ONCU,7.85,500g,,,Alyvuogės / Juodosios alyvuogės,8693891400527,,
4027394009316,Black olives YAYLA,5.45,500g,,,Alyvuogės / Juodosios alyvuogės,4027394009316,,
8698566680808,Black olives YESIM,4.50,500g,,,Alyvuogės / Juodosios alyvuogės,8698566680808,,
8690103910263,Black olives in oil MARMARABIRLIK,3.99,450g,,,Alyvuogės / Juodosios alyvuogės,8690103910263,,
6217881282119,Black olives stuffed with thyme SETALKEL,6.40,650g,,,Alyvuogės / Juodosios alyvuogės,6217881282119,,
8695336111029,Black olives with spices BAGCI,5.95,400g,,,Alyvuogės / Juodosios alyvuogės,8695336111029,,
8717552025598,Black pepper GULCAN 140g,6.30,140g,,,Prieskoniai / Grynieji prieskoniai,8717552025598,,
8717552025208,Black pepper whole GÜLCAN,5.50,180g,,,Prieskoniai / Grynieji prieskoniai,8717552025208,,
8717973290131,Black raisins ANATOLIA,2.50,250g,,,Džiovinti vaisiai - daržovės,8717973290131,,
8017759646764,Black rice CURTIRISO,4.25,500g,&nbsp; \n \n&nbsp;,,,8017759646764,,
4779030395849,Black sesame seeds,2.40,110g,,,,4779030395849,,
4779030396068,Black sesame seeds,3.99,250g,,,,4779030396068,,
8691573072420,Black sliced olives BURCU,3.90,580g,,,Alyvuogės / Juodosios alyvuogės,8691573072420,,
8690105003994,Black tea Altinbas CAYKUR,12.55,400g,,,Arbata - kava / Juodoji arbata,8690105003994,,
8690719102908,Black tea Earl Grey DOĞUŞ,6.50,100vnt.,,,Arbata - kava / Juodoji arbata,8690719102908,,
8690105003703,Black tea Filiz CAYKUR,6.95,500g,,Turkey,Arbata - kava / Juodoji arbata,8690105003703,,
8690719500032,Black tea Filiz DOGUS,7.90,500g,,,Arbata - kava / Juodoji arbata,8690719500032,,
8690105000184,Black tea Kamelya ÇAYKUR,4.00,500g,,,Arbata - kava / Juodoji arbata,8690105000184,,
8690105002775,Black tea Ramazan ÇAYKUR,11.99,1000g,,,Arbata - kava / Juodoji arbata,8690105002775,,
8690719100263,Black tea Rize DOĞUŞ,7.50,500g,,,Arbata - kava / Juodoji arbata,8690719100263,,
8690105000122,Black tea Rize ÇAYKUR,5.90,500g,Paruošimas: vienai arbatos stiklinei reikia 2 arbatinių šaukštelių arbatos.,,Arbata - kava / Juodoji arbata,8690105000122,,
8690105001105,Black tea Tirebolu ÇAYKUR,7.50,500g,,,Arbata - kava / Juodoji arbata,8690105001105,,
8690105000719,Black tea Tiryaki Çayi ÇAYKUR,7.99,500g,"„Tiryaki“ turkiškai reiškia aistrą, ir būtent jos šioje arbatoje gausu. Aukšta kokybė, ypatingas skonis ir neprilygstamas aromatas daro šią arbatą išskirtine. Be priedų ir pesticidų, ši arbata apibūdina turkų svetingumą ir meilę arbatai.",,Arbata - kava / Juodoji arbata,8690105000719,,
4760062101775,Black tea highest quality AZERÇAY,9.00,250g,"Paruošimas: į sausą, šiltą arbatinuką įberti 2 šaukštelius arbatos. Užplikyti karštu vandeniu (200ml), palaikyti 7-8min.",,Arbata - kava / Juodoji arbata,4760062101775,,
4760062101782,Black tea highest quality AZERÇAY,4.50,100g,"Paruošimas: į sausą, šiltą arbatinuką įberti 2 šaukštelius arbatos. Užplikyti karštu vandeniu (200ml), palaikyti 7-8min.",,Actas - aliejus,4760062101782,,
8690719100409,Black tea teapot bags DOGUS,3.49,153.6g,,Turkey,Arbata - kava / Juodoji arbata,8690719100409,,
4760062100303,Black tea with bergamot AZERÇAY,4.50,100g,"Paruošimas: į sausą, šiltą arbatinuką įdėkite 2 arbatinius šaukštelius arbatos. Užplikyti karštu vandeniu (200ml), palaikyti 2-3min.",,Arbata - kava / Juodoji arbata,4760062100303,,
4760062100938,Black tea with bergamot AZERÇAY,3.50,50g,"Paruošimas: į sausą, šiltą arbatinuką įdėkite 1 pakelį arbatos. Užplikyti karštu vandeniu (200ml), palaikyti 2-3min.",,Arbata - kava / Juodoji arbata,4760062100938,,
8690105006698,Black tea with bergamot Earl Grey ÇAYKUR,12.55,400g,,,Arbata - kava / Juodoji arbata,8690105006698,,
4012625530493,Black tea with bergamot MARMARA,10.49,400g,,,Arbata - kava / Juodoji arbata,4012625530493,,
4012625530516,Black tea with bergamot MARMARA,18.99,800g,,,Arbata - kava / Juodoji arbata,4012625530516,,
4032489012041,Black tea with bergamot SOHBET,3.50,100g,,,Arbata - kava / Juodoji arbata,4032489012041,,
4032489012027,Black tea with bergamot TANAY SOHBE,5.90,250g,,,Arbata - kava / Juodoji arbata,4032489012027,,
4032489012003,Black tea with bergamot TANAY SOHBET,8.90,500g,,,Arbata - kava / Juodoji arbata,4032489012003,,
8690105000061,Black tea Çiçeği ÇAYKUR,6.95,500g,"Lengvas skonis, išskirtinis aromatas ir spalva išskiria Çayçıçeğı kaip ypatingą arbatos rūšį. Arbatos megėjai, ieškantys kažko unikalaus, tikrai pamėgs šį mišinį. Šioje natūralioje arbatoje be priedų yra penktadalis lapų pumpurų. Tai ideali arbata jaukioms popietėms su draugais ar šeima namuose.",Turkey,Arbata - kava / Juodoji arbata,8690105000061,,
4779030396822,Black whole pepper,8.90,500g,,,Prieskoniai / Grynieji prieskoniai,4779030396822,,
8717973293330,Blackberry flavored lokum ANATOLIA,2.80,250g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8717973293330,,
4860006371209,Blackberry in light syrup (compote),5.00,1000ml,,,Sirupai - džemai - uogienės - sezamo pasta,4860006371209,,
4760018504759,Blackberry jam BIZIM TARLA,5.80,400g,,,,4760018504759,,
